muestra|Comuna|Fraccion|Radio|Manzana|relevamiento
10039|4|11|7|68|Listado
10019|4|12|10|68|Locales
10017|4|23|10|68|Locales
10045|4|23|10|68|Locales
10017|7|13|13|68|Listado
10046|7|13|13|68|Listado
10013|7|14|13|68|Locales
10047|7|14|13|68|Listado
10017|7|15|11|68|Listado
10047|7|15|11|68|Listado
10024|7|20|13|68|Locales
10017|7|24|11|68|Locales
10047|7|24|11|68|Listado
10017|8|3|6|68|Listado
10049|8|3|6|68|Locales
10017|8|4|9|68|Locales
10039|8|4|9|68|Locales
10030|8|6|8|68|Locales
10017|8|8|6|68|Locales
10046|8|8|6|68|Listado
10017|8|13|3|68|Listado
10046|8|13|3|68|Locales
10017|9|3|10|68|Locales
10039|9|3|10|68|Listado
10041|9|3|10|68|Locales
10024|9|4|10|68|Listado
10050|9|4|10|68|Listado
10030|9|5|7|68|Listado
10017|9|6|11|68|Locales
10043|9|6|11|68|Listado
10017|9|7|9|68|Listado
10043|9|7|9|68|Locales
10010|9|8|11|68|Locales
10043|9|8|11|68|Locales
10009|9|9|9|68|Locales
10043|9|9|9|68|Listado
10009|9|12|8|68|Listado
10043|9|12|8|68|Listado
10017|9|13|7|68|Locales
10018|9|13|7|68|Locales
10046|9|13|7|68|Locales
10017|9|15|5|68|Locales
10035|9|15|5|68|Listado
10017|9|16|9|68|Listado
10030|9|16|9|68|Locales
10024|10|5|10|68|Listado
10050|10|5|10|68|Listado
10027|10|6|10|68|Locales
10030|10|10|8|68|Listado
10017|11|1|12|68|Listado
10043|11|1|12|68|Listado
10024|11|2|5|68|Locales
10050|11|2|5|68|Listado
10024|11|3|12|68|Listado
10050|11|3|12|68|Listado
10017|11|4|9|68|Listado
10035|11|4|9|68|Listado
10017|11|5|7|68|Listado
10043|11|5|7|68|Locales
10017|11|6|11|68|Locales
10043|11|6|11|68|Locales
10017|11|7|11|68|Listado
10046|11|7|11|68|Locales
10017|11|15|8|68|Locales
10043|11|15|8|68|Listado
10024|12|1|11|68|Locales
10050|12|1|11|68|Listado
10017|12|2|8|68|Locales
10043|12|2|8|68|Locales
10017|12|3|9|68|Locales
10043|12|3|9|68|Locales
10024|12|4|9|68|Listado
10050|12|4|9|68|Locales
10017|12|10|11|68|Locales
10046|12|10|11|68|Listado
10017|12|18|13|68|Locales
10046|12|18|13|68|Listado
10017|12|19|12|68|Locales
10046|12|19|12|68|Listado
10017|12|22|11|68|Listado
10046|12|22|11|68|Locales
10017|13|2|9|68|Listado
10046|13|2|9|68|Listado
10024|14|10|1|68|Locales
10050|14|10|1|68|Locales
10024|15|1|12|68|Locales
10050|15|1|12|68|Listado
10014|15|2|7|68|Listado
10046|15|2|7|68|Listado
10017|15|4|11|68|Listado
10046|15|4|11|68|Locales
10030|15|5|13|68|Listado
10024|15|7|8|68|Listado
10050|15|7|8|68|Locales
10017|15|9|7|68|Listado
10046|15|9|7|68|Locales
10017|1|9|19|69|Listado
10047|1|9|19|69|Locales
10017|1|13|10|69|Listado
10047|1|13|10|69|Locales
10017|1|14|8|69|Locales
10039|1|14|8|69|Listado
10012|4|1|12|69|Listado
10045|4|1|12|69|Locales
10024|4|3|10|69|Listado
10017|4|11|7|69|Listado
10018|4|11|7|69|Locales
10039|4|11|7|69|Locales
10019|4|12|10|69|Listado
10017|4|21|10|69|Locales
10039|4|21|10|69|Listado
10017|4|23|10|69|Listado
10045|4|23|10|69|Locales
10017|7|13|12|69|Locales
10039|7|13|12|69|Listado
10013|7|14|13|69|Listado
10047|7|14|13|69|Locales
10017|7|15|11|69|Locales
10047|7|15|11|69|Locales
10024|7|20|13|69|Listado
10017|8|3|6|69|Locales
10049|8|3|6|69|Locales
10017|8|4|9|69|Locales
10039|8|4|9|69|Listado
10024|8|6|7|69|Listado
10017|8|8|6|69|Locales
10046|8|8|6|69|Listado
10017|8|13|3|69|Locales
10046|8|13|3|69|Listado
10017|9|3|10|69|Listado
10039|9|3|10|69|Locales
10041|9|3|10|69|Listado
10013|9|4|8|69|Listado
10046|9|4|8|69|Listado
10030|9|5|7|69|Listado
10017|9|6|10|69|Locales
10043|9|6|10|69|Listado
10030|9|7|8|69|Locales
10010|9|8|11|69|Listado
10043|9|8|11|69|Listado
10009|9|9|9|69|Locales
10043|9|9|9|69|Listado
10009|9|12|8|69|Listado
10043|9|12|8|69|Locales
10017|9|13|7|69|Listado
10018|9|13|7|69|Listado
10046|9|13|7|69|Locales
10009|9|15|7|69|Listado
10043|9|15|7|69|Listado
10017|9|16|9|69|Listado
10030|9|16|9|69|Locales
10024|10|5|10|69|Locales
10050|10|5|10|69|Listado
10027|10|6|10|69|Locales
10030|10|10|8|69|Listado
10017|11|1|9|69|Listado
10043|11|1|9|69|Listado
10024|11|2|5|69|Locales
10050|11|2|5|69|Locales
10024|11|3|12|69|Listado
10050|11|3|12|69|Listado
10017|11|4|9|69|Locales
10035|11|4|9|69|Locales
10017|11|5|7|69|Listado
10043|11|5|7|69|Locales
10017|11|6|11|69|Listado
10043|11|6|11|69|Listado
10017|11|7|11|69|Locales
10046|11|7|11|69|Locales
10017|11|15|9|69|Locales
10043|11|15|9|69|Listado
10024|12|1|11|69|Listado
10050|12|1|11|69|Locales
10017|12|2|8|69|Locales
10043|12|2|8|69|Locales
10024|12|4|10|69|Listado
10050|12|4|10|69|Locales
10011|12|10|5|69|Locales
10043|12|10|5|69|Locales
10017|12|19|12|69|Listado
10046|12|19|12|69|Locales
10009|12|22|10|69|Locales
10046|12|22|10|69|Locales
10017|13|2|9|69|Listado
10046|13|2|9|69|Locales
10024|15|1|12|69|Listado
10050|15|1|12|69|Listado
10014|15|2|7|69|Locales
10046|15|2|7|69|Locales
10017|15|4|14|69|Listado
10046|15|4|14|69|Listado
10024|15|5|14|69|Listado
10050|15|5|14|69|Locales
10024|15|7|8|69|Locales
10050|15|7|8|69|Locales
10036|1|1|1|70|Locales
10017|1|9|19|70|Listado
10047|1|9|19|70|Locales
10014|1|12|11|70|Locales
10047|1|12|11|70|Locales
10026|1|13|14|70|Listado
10017|1|14|8|70|Locales
10039|1|14|8|70|Listado
10017|4|1|7|70|Listado
10039|4|1|7|70|Listado
10024|4|3|10|70|Locales
10017|4|11|7|70|Locales
10018|4|11|7|70|Locales
10039|4|11|7|70|Locales
10024|4|12|12|70|Locales
10017|4|21|10|70|Listado
10039|4|21|10|70|Locales
10017|4|23|11|70|Listado
10028|4|23|11|70|Locales
10017|7|13|12|70|Locales
10039|7|13|12|70|Locales
10013|7|14|13|70|Locales
10047|7|14|13|70|Listado
10017|7|15|1|70|Locales
10039|7|15|1|70|Locales
10026|7|20|10|70|Locales
10028|7|20|10|70|Listado
10017|8|3|6|70|Locales
10049|8|3|6|70|Locales
10013|8|4|11|70|Listado
10049|8|4|11|70|Locales
10024|8|6|7|70|Locales
10030|8|8|7|70|Listado
10030|8|13|8|70|Locales
10009|9|3|8|70|Listado
10041|9|3|8|70|Listado
10017|9|4|9|70|Listado
10046|9|4|9|70|Listado
10017|9|5|6|70|Listado
10046|9|5|6|70|Listado
10017|9|6|10|70|Locales
10043|9|6|10|70|Locales
10017|9|7|9|70|Locales
10043|9|7|9|70|Listado
10028|9|8|10|70|Listado
10017|9|9|14|70|Listado
10039|9|9|14|70|Listado
10017|9|13|7|70|Locales
10018|9|13|7|70|Locales
10046|9|13|7|70|Locales
10009|9|15|7|70|Listado
10043|9|15|7|70|Locales
10024|9|16|10|70|Locales
10050|9|16|10|70|Listado
10024|10|5|10|70|Listado
10050|10|5|10|70|Locales
10017|10|6|9|70|Locales
10043|10|6|9|70|Locales
10017|10|10|9|70|Locales
10043|10|10|9|70|Locales
10017|11|1|9|70|Locales
10043|11|1|9|70|Listado
10024|11|2|5|70|Listado
10050|11|2|5|70|Listado
10024|11|3|12|70|Listado
10050|11|3|12|70|Locales
10017|11|4|9|70|Locales
10035|11|4|9|70|Locales
10030|11|5|10|70|Locales
10017|11|6|11|70|Locales
10043|11|6|11|70|Locales
10017|11|7|11|70|Listado
10046|11|7|11|70|Locales
10017|12|1|10|70|Listado
10043|12|1|10|70|Locales
10017|12|2|8|70|Listado
10043|12|2|8|70|Locales
10024|12|4|10|70|Locales
10050|12|4|10|70|Listado
10011|12|10|5|70|Listado
10043|12|10|5|70|Listado
10017|12|19|12|70|Locales
10046|12|19|12|70|Listado
10009|12|22|10|70|Locales
10046|12|22|10|70|Locales
10017|13|2|9|70|Locales
10046|13|2|9|70|Listado
10024|14|10|1|70|Locales
10050|14|10|1|70|Listado
10027|15|1|2|70|Listado
10017|15|4|14|70|Listado
10046|15|4|14|70|Listado
10030|15|5|13|70|Locales
10030|15|7|6|70|Locales
10017|15|9|6|70|Listado
10046|15|9|6|70|Locales
10017|1|9|19|71|Listado
10047|1|9|19|71|Locales
10014|1|12|11|71|Locales
10047|1|12|11|71|Locales
10017|1|13|10|71|Listado
10047|1|13|10|71|Locales
10017|1|14|8|71|Listado
10039|1|14|8|71|Locales
10017|4|1|7|71|Locales
10039|4|1|7|71|Listado
10024|4|3|10|71|Locales
10036|4|11|9|71|Locales
10024|4|12|12|71|Locales
10017|4|21|10|71|Locales
10039|4|21|10|71|Locales
10017|7|13|12|71|Locales
10039|7|13|12|71|Locales
10013|7|14|13|71|Locales
10047|7|14|13|71|Listado
10026|7|20|10|71|Locales
10028|7|20|10|71|Listado
10017|8|3|4|71|Locales
10046|8|3|4|71|Locales
10013|8|4|11|71|Listado
10049|8|4|11|71|Locales
10024|8|6|7|71|Locales
10030|8|8|7|71|Listado
10018|8|14|4|71|Listado
10009|9|3|8|71|Listado
10041|9|3|8|71|Listado
10017|9|4|9|71|Listado
10046|9|4|9|71|Locales
10017|9|7|9|71|Locales
10043|9|7|9|71|Locales
10028|9|8|10|71|Locales
10017|9|9|14|71|Listado
10039|9|9|14|71|Locales
10009|9|12|8|71|Listado
10043|9|12|8|71|Locales
10017|9|13|7|71|Listado
10018|9|13|7|71|Listado
10046|9|13|7|71|Listado
10009|9|15|7|71|Listado
10043|9|15|7|71|Locales
10024|9|16|10|71|Listado
10050|9|16|10|71|Locales
10017|10|5|9|71|Locales
10043|10|5|9|71|Listado
10017|10|10|9|71|Listado
10043|10|10|9|71|Listado
10017|11|1|9|71|Locales
10043|11|1|9|71|Listado
10017|11|2|4|71|Locales
10043|11|2|4|71|Listado
10017|11|4|8|71|Listado
10039|11|4|8|71|Listado
10030|11|5|10|71|Locales
10024|11|6|10|71|Locales
10034|11|6|10|71|Locales
10017|11|7|11|71|Locales
10046|11|7|11|71|Listado
10017|12|1|10|71|Listado
10043|12|1|10|71|Locales
10017|12|2|8|71|Locales
10043|12|2|8|71|Locales
10024|12|4|10|71|Locales
10050|12|4|10|71|Locales
10011|12|10|5|71|Locales
10043|12|10|5|71|Locales
10017|12|19|12|71|Locales
10046|12|19|12|71|Listado
10009|12|22|10|71|Listado
10046|12|22|10|71|Locales
10017|13|2|9|71|Listado
10046|13|2|9|71|Listado
10017|15|4|14|71|Locales
10046|15|4|14|71|Listado
10017|15|5|12|71|Listado
10046|15|5|12|71|Locales
10030|15|7|6|71|Locales
10017|15|9|6|71|Listado
10046|15|9|6|71|Listado
10017|10|6|14|71|Listado
10043|10|6|14|71|Listado
10014|1|9|18|72|Listado
10047|1|9|18|72|Listado
10014|1|12|11|72|Listado
10047|1|12|11|72|Locales
10017|1|13|10|72|Locales
10047|1|13|10|72|Locales
10017|4|1|7|72|Locales
10039|4|1|7|72|Listado
10024|4|3|10|72|Listado
10036|4|11|9|72|Listado
10024|4|12|12|72|Locales
10017|4|21|10|72|Listado
10039|4|21|10|72|Locales
10017|7|13|12|72|Listado
10039|7|13|12|72|Listado
10017|7|15|11|72|Listado
10047|7|15|11|72|Listado
10026|7|20|10|72|Locales
10028|7|20|10|72|Locales
10011|8|3|5|72|Locales
10049|8|3|5|72|Locales
10013|8|4|11|72|Locales
10049|8|4|11|72|Listado
10030|8|8|7|72|Listado
10018|8|14|4|72|Listado
10009|9|3|8|72|Listado
10041|9|3|8|72|Locales
10013|9|4|8|72|Locales
10046|9|4|8|72|Locales
10017|9|7|9|72|Locales
10043|9|7|9|72|Listado
10028|9|8|10|72|Listado
10017|9|9|14|72|Locales
10039|9|9|14|72|Locales
10017|9|13|7|72|Locales
10018|9|13|7|72|Locales
10046|9|13|7|72|Locales
10030|9|15|8|72|Locales
10024|9|16|10|72|Locales
10050|9|16|10|72|Listado
10017|10|5|9|72|Listado
10043|10|5|9|72|Listado
10017|10|10|9|72|Locales
10043|10|10|9|72|Locales
10017|11|1|10|72|Listado
10043|11|1|10|72|Locales
10017|11|2|4|72|Locales
10043|11|2|4|72|Locales
10017|11|4|8|72|Listado
10039|11|4|8|72|Locales
10030|11|5|10|72|Listado
10017|11|7|11|72|Locales
10046|11|7|11|72|Listado
10017|12|1|10|72|Listado
10043|12|1|10|72|Listado
10017|12|2|7|72|Locales
10043|12|2|7|72|Locales
10011|12|10|5|72|Locales
10043|12|10|5|72|Listado
10017|12|19|12|72|Listado
10046|12|19|12|72|Listado
10009|12|22|10|72|Listado
10046|12|22|10|72|Locales
10017|13|2|9|72|Locales
10046|13|2|9|72|Locales
10017|15|4|14|72|Listado
10046|15|4|14|72|Listado
10024|15|5|11|72|Listado
10050|15|5|11|72|Locales
10030|15|7|6|72|Listado
10017|15|9|7|72|Listado
10046|15|9|7|72|Locales
10017|10|6|14|72|Listado
10043|10|6|14|72|Listado
10036|1|9|17|73|Listado
10014|1|12|11|73|Listado
10047|1|12|11|73|Listado
10017|1|13|10|73|Locales
10047|1|13|10|73|Listado
10019|4|1|13|73|Locales
10017|4|3|12|73|Locales
10045|4|3|12|73|Locales
10036|4|11|9|73|Locales
10024|4|12|12|73|Locales
10028|4|21|12|73|Locales
10017|7|13|12|73|Listado
10039|7|13|12|73|Locales
10030|7|14|10|73|Locales
10017|7|15|11|73|Locales
10047|7|15|11|73|Listado
10024|7|20|13|73|Listado
10017|8|3|6|73|Listado
10049|8|3|6|73|Listado
10013|8|4|11|73|Listado
10049|8|4|11|73|Locales
10024|8|6|7|73|Listado
10030|8|8|7|73|Locales
10030|8|13|8|73|Locales
10017|8|14|5|73|Listado
10039|8|14|5|73|Listado
10009|9|3|8|73|Locales
10041|9|3|8|73|Locales
10028|9|4|7|73|Locales
10024|9|7|10|73|Listado
10050|9|7|10|73|Listado
10017|9|8|9|73|Listado
10043|9|8|9|73|Listado
10010|9|9|13|73|Listado
10043|9|9|13|73|Locales
10030|9|12|2|73|Locales
10030|9|15|11|73|Locales
10024|9|16|10|73|Listado
10050|9|16|10|73|Listado
10030|10|5|8|73|Listado
10017|10|6|8|73|Locales
10043|10|6|8|73|Listado
10017|10|10|9|73|Locales
10043|10|10|9|73|Locales
10017|11|1|10|73|Locales
10043|11|1|10|73|Locales
10017|11|2|4|73|Locales
10043|11|2|4|73|Locales
10009|11|4|7|73|Listado
10043|11|4|7|73|Locales
10030|11|5|10|73|Listado
10010|11|7|12|73|Locales
10046|11|7|12|73|Locales
10017|12|1|10|73|Listado
10043|12|1|10|73|Locales
10017|12|2|7|73|Locales
10043|12|2|7|73|Listado
10030|12|19|8|73|Listado
10009|12|22|10|73|Listado
10046|12|22|10|73|Listado
10017|13|2|9|73|Listado
10046|13|2|9|73|Locales
10017|13|11|1|73|Locales
10046|13|11|1|73|Locales
10017|15|4|14|73|Locales
10046|15|4|14|73|Locales
10024|15|5|10|73|Listado
10050|15|5|10|73|Listado
10030|15|7|6|73|Listado
10017|1|13|9|74|Listado
10032|1|13|9|74|Locales
10039|1|13|9|74|Listado
10019|4|1|13|74|Locales
10017|4|2|6|74|Listado
10039|4|2|6|74|Listado
10017|4|3|12|74|Locales
10045|4|3|12|74|Locales
10017|4|11|7|74|Listado
10018|4|11|7|74|Listado
10039|4|11|7|74|Locales
10024|4|12|12|74|Locales
10017|4|21|10|74|Listado
10039|4|21|10|74|Locales
10017|4|23|11|74|Listado
10028|4|23|11|74|Locales
10017|7|13|8|74|Listado
10039|7|13|8|74|Listado
10028|7|15|10|74|Listado
10024|7|20|13|74|Locales
10011|8|3|5|74|Listado
10049|8|3|5|74|Locales
10013|8|4|11|74|Listado
10049|8|4|11|74|Locales
10024|8|6|7|74|Locales
10017|8|8|8|74|Locales
10046|8|8|8|74|Locales
10027|8|14|6|74|Locales
10009|9|3|8|74|Locales
10041|9|3|8|74|Listado
10028|9|4|7|74|Listado
10024|9|7|10|74|Listado
10050|9|7|10|74|Locales
10017|9|8|9|74|Locales
10043|9|8|9|74|Locales
10030|9|9|12|74|Locales
10030|9|12|2|74|Listado
10030|9|15|11|74|Locales
10030|10|5|8|74|Listado
10017|10|10|9|74|Locales
10043|10|10|9|74|Locales
10017|11|1|10|74|Listado
10043|11|1|10|74|Listado
10024|11|2|5|74|Listado
10050|11|2|5|74|Locales
10009|11|4|7|74|Listado
10043|11|4|7|74|Locales
10010|11|7|12|74|Listado
10046|11|7|12|74|Listado
10024|12|1|11|74|Listado
10050|12|1|11|74|Listado
10017|12|2|7|74|Listado
10043|12|2|7|74|Locales
10030|12|19|8|74|Locales
10017|12|22|11|74|Locales
10046|12|22|11|74|Listado
10017|13|11|1|74|Listado
10046|13|11|1|74|Listado
10017|15|4|14|74|Locales
10046|15|4|14|74|Locales
10024|15|5|10|74|Listado
10050|15|5|10|74|Locales
10030|15|7|6|74|Listado
10036|1|9|21|74|Listado
10017|1|12|14|74|Listado
10047|1|12|14|74|Listado
10018|15|9|9|74|Listado
10026|15|9|9|74|Locales
10017|1|9|3|75|Locales
10039|1|9|3|75|Locales
10014|1|12|11|75|Listado
10047|1|12|11|75|Listado
10017|1|13|10|75|Locales
10047|1|13|10|75|Locales
10012|4|1|12|75|Listado
10045|4|1|12|75|Listado
10024|4|2|4|75|Locales
10017|4|3|12|75|Listado
10045|4|3|12|75|Locales
10017|4|11|7|75|Locales
10018|4|11|7|75|Listado
10039|4|11|7|75|Listado
10027|4|21|9|75|Listado
10017|7|13|12|75|Listado
10039|7|13|12|75|Locales
10028|7|15|10|75|Listado
10017|7|20|12|75|Listado
10046|7|20|12|75|Locales
10011|8|3|5|75|Locales
10049|8|3|5|75|Listado
10013|8|4|11|75|Listado
10049|8|4|11|75|Locales
10024|8|6|7|75|Listado
10017|8|8|8|75|Locales
10046|8|8|8|75|Locales
10024|8|10|8|75|Locales
10030|8|13|8|75|Locales
10027|8|14|6|75|Locales
10009|9|3|8|75|Locales
10041|9|3|8|75|Listado
10028|9|4|7|75|Listado
10027|9|7|12|75|Locales
10017|9|8|9|75|Locales
10043|9|8|9|75|Locales
10030|9|9|12|75|Listado
10030|9|12|2|75|Listado
10028|9|15|10|75|Locales
10024|9|16|12|75|Locales
10050|9|16|12|75|Listado
10030|10|5|5|75|Locales
10009|10|10|10|75|Listado
10043|10|10|10|75|Locales
10017|11|1|12|75|Listado
10043|11|1|12|75|Locales
10024|11|2|5|75|Locales
10050|11|2|5|75|Listado
10017|11|4|8|75|Locales
10039|11|4|8|75|Locales
10010|11|7|12|75|Locales
10046|11|7|12|75|Locales
10024|12|1|11|75|Locales
10050|12|1|11|75|Locales
10017|12|2|7|75|Listado
10043|12|2|7|75|Listado
10026|12|19|13|75|Listado
10030|12|19|13|75|Locales
10017|12|22|11|75|Listado
10046|12|22|11|75|Locales
10024|14|10|1|75|Listado
10050|14|10|1|75|Locales
10030|15|4|10|75|Listado
10024|15|5|10|75|Listado
10050|15|5|10|75|Listado
10024|15|7|7|75|Listado
10050|15|7|7|75|Locales
10018|15|9|9|75|Locales
10026|15|9|9|75|Listado
10036|1|1|1|76|Locales
10017|1|9|3|76|Listado
10039|1|9|3|76|Locales
10017|1|13|10|76|Listado
10047|1|13|10|76|Locales
10012|4|1|12|76|Listado
10045|4|1|12|76|Locales
10017|4|3|12|76|Locales
10045|4|3|12|76|Listado
10017|4|11|7|76|Listado
10018|4|11|7|76|Listado
10039|4|11|7|76|Listado
10017|4|21|4|76|Locales
10045|4|21|4|76|Locales
10017|4|23|11|76|Locales
10028|4|23|11|76|Locales
10017|7|13|14|76|Listado
10046|7|13|14|76|Locales
10020|7|14|9|76|Listado
10017|7|20|12|76|Locales
10046|7|20|12|76|Locales
10011|8|3|5|76|Listado
10049|8|3|5|76|Locales
10017|8|4|9|76|Listado
10039|8|4|9|76|Listado
10024|8|6|7|76|Locales
10017|8|8|8|76|Locales
10046|8|8|8|76|Listado
10030|8|13|8|76|Listado
10013|8|14|7|76|Listado
10046|8|14|7|76|Locales
10009|9|3|8|76|Listado
10041|9|3|8|76|Locales
10028|9|4|7|76|Listado
10017|9|7|11|76|Locales
10043|9|7|11|76|Locales
10017|9|8|9|76|Locales
10043|9|8|9|76|Listado
10030|9|9|12|76|Listado
10030|9|12|2|76|Locales
10028|9|15|10|76|Listado
10024|9|16|13|76|Listado
10050|9|16|13|76|Locales
10028|10|5|6|76|Listado
10009|10|10|10|76|Locales
10043|10|10|10|76|Listado
10017|11|1|12|76|Listado
10043|11|1|12|76|Locales
10024|11|2|11|76|Listado
10050|11|2|11|76|Locales
10017|11|4|8|76|Listado
10039|11|4|8|76|Locales
10010|11|7|12|76|Locales
10046|11|7|12|76|Locales
10024|12|1|11|76|Locales
10050|12|1|11|76|Listado
10017|12|2|7|76|Locales
10043|12|2|7|76|Locales
10026|12|19|13|76|Locales
10030|12|19|13|76|Locales
10017|13|11|1|76|Locales
10046|13|11|1|76|Listado
10030|15|4|10|76|Locales
10024|15|5|9|76|Listado
10050|15|5|9|76|Listado
10024|15|7|7|76|Listado
10050|15|7|7|76|Listado
10017|1|12|14|76|Locales
10047|1|12|14|76|Locales
10018|15|9|10|76|Locales
10026|15|9|10|76|Locales
10017|1|9|3|77|Locales
10039|1|9|3|77|Locales
10017|1|13|10|77|Listado
10047|1|13|10|77|Locales
10012|4|1|9|77|Listado
10045|4|1|9|77|Locales
10024|4|2|4|77|Locales
10017|4|11|7|77|Locales
10018|4|11|7|77|Listado
10039|4|11|7|77|Locales
10017|4|23|11|77|Locales
10028|4|23|11|77|Locales
10020|7|14|9|77|Listado
10026|7|20|10|77|Listado
10028|7|20|10|77|Locales
10011|8|3|5|77|Listado
10049|8|3|5|77|Locales
10017|8|4|9|77|Listado
10039|8|4|9|77|Locales
10024|8|6|7|77|Listado
10017|8|8|8|77|Locales
10046|8|8|8|77|Locales
10030|8|13|8|77|Listado
10013|8|14|7|77|Listado
10046|8|14|7|77|Listado
10009|9|3|8|77|Listado
10041|9|3|8|77|Listado
10028|9|4|7|77|Locales
10017|9|7|11|77|Locales
10043|9|7|11|77|Locales
10017|9|8|9|77|Listado
10043|9|8|9|77|Listado
10030|9|9|12|77|Locales
10030|9|12|2|77|Locales
10028|9|15|10|77|Listado
10017|9|16|9|77|Locales
10030|9|16|9|77|Listado
10028|10|5|6|77|Listado
10009|10|10|10|77|Listado
10043|10|10|10|77|Listado
10017|11|1|12|77|Listado
10043|11|1|12|77|Locales
10024|11|2|11|77|Listado
10050|11|2|11|77|Locales
10017|11|4|8|77|Locales
10039|11|4|8|77|Locales
10010|11|7|12|77|Listado
10046|11|7|12|77|Listado
10024|12|1|11|77|Listado
10050|12|1|11|77|Listado
10017|12|2|7|77|Locales
10043|12|2|7|77|Locales
10017|12|19|12|77|Locales
10046|12|19|12|77|Locales
10030|15|4|10|77|Listado
10024|15|5|9|77|Locales
10050|15|5|9|77|Locales
10024|15|7|7|77|Listado
10050|15|7|7|77|Listado
10017|1|12|14|77|Listado
10047|1|12|14|77|Listado
10018|15|9|10|77|Locales
10026|15|9|10|77|Locales
10036|1|1|1|78|Locales
10017|1|9|3|78|Listado
10039|1|9|3|78|Listado
10014|1|13|11|78|Locales
10047|1|13|11|78|Listado
10012|4|1|9|78|Listado
10045|4|1|9|78|Listado
10024|4|2|4|78|Locales
10017|4|3|12|78|Locales
10045|4|3|12|78|Listado
10017|4|11|7|78|Listado
10018|4|11|7|78|Locales
10039|4|11|7|78|Locales
10017|4|23|11|78|Listado
10028|4|23|11|78|Listado
10020|7|15|2|78|Listado
10026|7|20|10|78|Listado
10028|7|20|10|78|Locales
10011|8|3|5|78|Listado
10049|8|3|5|78|Listado
10017|8|4|9|78|Listado
10039|8|4|9|78|Locales
10017|8|6|10|78|Locales
10039|8|6|10|78|Locales
10030|8|8|7|78|Locales
10030|8|13|8|78|Locales
10013|8|14|7|78|Locales
10046|8|14|7|78|Locales
10009|9|3|8|78|Locales
10041|9|3|8|78|Listado
10024|9|4|6|78|Locales
10050|9|4|6|78|Locales
10027|9|7|12|78|Locales
10017|9|8|8|78|Listado
10043|9|8|8|78|Locales
10030|9|9|12|78|Listado
10030|9|12|2|78|Listado
10028|9|15|10|78|Locales
10017|9|16|9|78|Locales
10030|9|16|9|78|Listado
10028|10|5|6|78|Locales
10009|10|10|10|78|Locales
10043|10|10|10|78|Locales
10017|11|1|12|78|Listado
10043|11|1|12|78|Listado
10024|11|2|11|78|Listado
10050|11|2|11|78|Listado
10017|11|4|8|78|Locales
10039|11|4|8|78|Locales
10010|11|7|12|78|Locales
10046|11|7|12|78|Locales
10026|12|1|8|78|Listado
10030|12|1|8|78|Locales
10017|12|2|7|78|Locales
10043|12|2|7|78|Listado
10017|12|19|12|78|Listado
10046|12|19|12|78|Locales
10024|14|10|1|78|Locales
10050|14|10|1|78|Locales
10030|15|4|10|78|Listado
10024|15|5|9|78|Locales
10050|15|5|9|78|Locales
10024|15|7|8|78|Listado
10050|15|7|8|78|Listado
10017|1|12|14|78|Listado
10047|1|12|14|78|Locales
10018|15|9|9|78|Locales
10026|15|9|9|78|Listado
10017|1|9|3|79|Listado
10039|1|9|3|79|Listado
10017|1|13|12|79|Locales
10035|1|13|12|79|Locales
10012|4|1|9|79|Locales
10045|4|1|9|79|Listado
10024|4|2|4|79|Locales
10017|4|11|7|79|Locales
10018|4|11|7|79|Locales
10039|4|11|7|79|Locales
10039|4|21|10|79|Locales
10046|7|20|1|79|Listado
10011|8|3|5|79|Locales
10049|8|3|5|79|Listado
10017|8|4|9|79|Listado
10039|8|4|9|79|Locales
10017|8|6|10|79|Locales
10039|8|6|10|79|Listado
10030|8|8|7|79|Listado
10030|8|13|8|79|Locales
10013|8|14|7|79|Listado
10046|8|14|7|79|Locales
10009|9|3|8|79|Listado
10041|9|3|8|79|Listado
10024|9|4|6|79|Locales
10050|9|4|6|79|Listado
10027|9|7|12|79|Listado
10017|9|8|8|79|Listado
10043|9|8|8|79|Listado
10030|9|9|12|79|Locales
10024|9|12|12|79|Listado
10050|9|12|12|79|Locales
10028|9|15|10|79|Locales
10017|9|16|9|79|Locales
10030|9|16|9|79|Locales
10017|10|5|7|79|Locales
10043|10|5|7|79|Locales
10030|10|10|12|79|Listado
10017|11|1|12|79|Locales
10043|11|1|12|79|Listado
10024|11|2|11|79|Listado
10050|11|2|11|79|Listado
10017|11|4|9|79|Locales
10035|11|4|9|79|Listado
10010|11|7|12|79|Locales
10046|11|7|12|79|Listado
10026|12|1|8|79|Locales
10030|12|1|8|79|Listado
10026|12|19|13|79|Listado
10030|12|19|13|79|Locales
10017|13|11|1|79|Listado
10046|13|11|1|79|Locales
10024|14|10|1|79|Listado
10050|14|10|1|79|Listado
10030|15|4|10|79|Listado
10024|15|5|9|79|Listado
10050|15|5|9|79|Listado
10024|15|7|8|79|Listado
10050|15|7|8|79|Listado
10017|1|12|14|79|Locales
10047|1|12|14|79|Locales
10036|1|1|1|80|Listado
10017|1|9|3|80|Locales
10039|1|9|3|80|Locales
10017|1|13|12|80|Listado
10035|1|13|12|80|Listado
10030|4|1|10|80|Locales
10024|4|2|4|80|Locales
10018|4|3|13|80|Listado
10017|4|11|7|80|Listado
10018|4|11|7|80|Locales
10039|4|11|7|80|Listado
10039|4|21|10|80|Locales
10011|8|3|5|80|Locales
